"","peak_id","term","estimate","std.error","statistic","p.value","p_adj_BH"
"127",5046,"Timepoint:SexM",0.142916652961595,0.0377289794420468,3.78798088565106,0.000187689111875355,0.00555382427108332
"128",404,"Timepoint:SexM",0.0853669182968265,0.022590717241483,3.77884940014513,0.000194340529455907,0.00570571648199451
"129",5474,"Timepoint:SexM",-0.107790782291343,0.0289700182840834,-3.72077025407213,0.00024214806496541,0.00702739607208384
"130",6558,"Timepoint:SexM",-0.0657739934307552,0.0176824640984589,-3.7197300706799,0.00024309778855,0.00702739607208384
"131",1531,"Timepoint:SexM",-0.0696768421179279,0.0187959606735095,-3.70701148657586,0.000254998090458948,0.00731513606064678
"132",7077,"Timepoint:SexM",-0.0659800787660657,0.017835405538003,-3.69938763800341,0.00026239257825533,0.00747023719002675
"133",749,"SexM",2.45305983263019,0.663880419603464,3.69503265979045,0.000266706787761226,0.0075359707398999
"134",1472,"SexM",1.36933199949179,0.373593472116162,3.6652995881738,0.000297997280741847,0.00835726702259598
"135",530,"Timepoint:SexM",-0.0822908899815249,0.0225440979817117,-3.65021878667672,0.000315159639674018,0.00865231919711675
"136",5462,"Timepoint:SexM",-0.228257532828876,0.0625364541845985,-3.64999160577754,0.000315425154338743,0.00865231919711675
"137",7112,"Timepoint:SexM",0.123770057382046,0.0339092192959644,3.65004149171832,0.000315366832769342,0.00865231919711675
"138",3665,"Timepoint:SexM",0.114803332869446,0.0315174941312115,3.64252730218666,0.00032426700008873,0.00883040135024236
"139",6810,"Timepoint:SexM",-0.100221330683488,0.0275465114573056,-3.63825854460086,0.000329427876197857,0.00890640258094637
"140",2522,"Timepoint:SexM",0.195013936454712,0.0536540770723921,3.63465270666368,0.000333847414386731,0.00896141845189524
"141",7519,"Timepoint:SexM",-0.0934858492190972,0.0257513089947625,-3.63033386916801,0.000339214276749565,0.00904090249663026
"142",2931,"Timepoint:SexM",-0.111691743892141,0.0307880661945884,-3.62776093783289,0.000342450039312693,0.00906286794181058
